sample_id,Class_encoded,Class
6023,4,HOROZ
4769,2,CALI
7348,4,HOROZ
11316,3,DERMASON
5062,2,CALI
8826,6,SIRA
12418,3,DERMASON
9722,6,SIRA
9261,6,SIRA
6704,4,HOROZ
9360,6,SIRA
8067,6,SIRA
3959,2,CALI
10972,3,DERMASON
11641,3,DERMASON
12269,3,DERMASON
3303,0,BARBUNYA
6676,4,HOROZ
11344,3,DERMASON
9238,6,SIRA
1180,5,SEKER
8995,6,SIRA
11557,3,DERMASON
12410,3,DERMASON
7255,4,HOROZ
860,5,SEKER
329,5,SEKER
11403,3,DERMASON
890,5,SEKER
12700,3,DERMASON
10216,3,DERMASON
41,5,SEKER
7219,4,HOROZ
8545,6,SIRA
2104,0,BARBUNYA
12528,3,DERMASON
5327,2,CALI
3589,1,BOMBAY
2949,0,BARBUNYA
12526,3,DERMASON
11768,3,DERMASON
8174,6,SIRA
7275,4,HOROZ
4142,2,CALI
3849,1,BOMBAY
3226,0,BARBUNYA
1254,5,SEKER
4256,2,CALI
12145,3,DERMASON
12577,3,DERMASON
4644,2,CALI
11271,3,DERMASON
9092,6,SIRA
12946,3,DERMASON
8109,6,SIRA
11703,3,DERMASON
12186,3,DERMASON
7808,6,SIRA
9718,6,SIRA
12919,3,DERMASON
9048,6,SIRA
6578,4,HOROZ
8576,6,SIRA
4051,2,CALI
10369,3,DERMASON
3009,0,BARBUNYA
4124,2,CALI
10282,3,DERMASON
6760,4,HOROZ
3501,1,BOMBAY
13371,3,DERMASON
12391,3,DERMASON
2542,0,BARBUNYA
11294,3,DERMASON
8208,6,SIRA
4771,2,CALI
5010,2,CALI
634,5,SEKER
7884,6,SIRA
9667,6,SIRA
9616,6,SIRA
5578,4,HOROZ
13156,3,DERMASON
5176,2,CALI
6267,4,HOROZ
4200,2,CALI
4323,2,CALI
3637,1,BOMBAY
7277,4,HOROZ
9134,6,SIRA
902,5,SEKER
10042,3,DERMASON
6832,4,HOROZ
5638,4,HOROZ
3198,0,BARBUNYA
3328,0,BARBUNYA
5910,4,HOROZ
5652,4,HOROZ
5729,4,HOROZ
11645,3,DERMASON
2472,0,BARBUNYA
9412,6,SIRA
7621,6,SIRA
337,5,SEKER
4809,2,CALI
13119,3,DERMASON
9806,6,SIRA
7972,6,SIRA
9953,6,SIRA
13090,3,DERMASON
10867,3,DERMASON
1128,5,SEKER
13042,3,DERMASON
4524,2,CALI
8682,6,SIRA
8407,6,SIRA
5372,2,CALI
6361,4,HOROZ
7963,6,SIRA
4031,2,CALI
9321,6,SIRA
11341,3,DERMASON
7572,6,SIRA
12706,3,DERMASON
8245,6,SIRA
12226,3,DERMASON
4861,2,CALI
3557,1,BOMBAY
3050,0,BARBUNYA
1286,5,SEKER
4700,2,CALI
7241,4,HOROZ
12650,3,DERMASON
2901,0,BARBUNYA
8297,6,SIRA
7337,4,HOROZ
105,5,SEKER
590,5,SEKER
12822,3,DERMASON
3565,1,BOMBAY
1547,5,SEKER
8010,6,SIRA
8570,6,SIRA
1064,5,SEKER
12427,3,DERMASON
3200,0,BARBUNYA
12424,3,DERMASON
2783,0,BARBUNYA
10143,3,DERMASON
10518,3,DERMASON
9956,6,SIRA
2088,0,BARBUNYA
1305,5,SEKER
6302,4,HOROZ
10499,3,DERMASON
2401,0,BARBUNYA
11319,3,DERMASON
3269,0,BARBUNYA
10768,3,DERMASON
8837,6,SIRA
969,5,SEKER
7246,4,HOROZ
5586,4,HOROZ
335,5,SEKER
290,5,SEKER
9236,6,SIRA
333,5,SEKER
2828,0,BARBUNYA
10848,3,DERMASON
6108,4,HOROZ
12827,3,DERMASON
12361,3,DERMASON
8243,6,SIRA
7463,6,SIRA
6851,4,HOROZ
94,5,SEKER
10761,3,DERMASON
4252,2,CALI
3947,2,CALI
2079,0,BARBUNYA
12719,3,DERMASON
10337,3,DERMASON
9137,6,SIRA
12053,3,DERMASON
13290,3,DERMASON
10375,3,DERMASON
5789,4,HOROZ
9655,6,SIRA
11291,3,DERMASON
6963,4,HOROZ
4202,2,CALI
3111,0,BARBUNYA
5696,4,HOROZ
4825,2,CALI
7813,6,SIRA
2176,0,BARBUNYA
3422,1,BOMBAY
9392,6,SIRA
12328,3,DERMASON
10708,3,DERMASON
3579,1,BOMBAY
8981,6,SIRA
2015,5,SEKER
10482,3,DERMASON
617,5,SEKER
9982,6,SIRA
13240,3,DERMASON
7296,4,HOROZ
7150,4,HOROZ
6530,4,HOROZ
8925,6,SIRA
2100,0,BARBUNYA
8849,6,SIRA
7300,4,HOROZ
1615,5,SEKER
4808,2,CALI
8939,6,SIRA
8169,6,SIRA
7771,6,SIRA
7265,4,HOROZ
12441,3,DERMASON
10650,3,DERMASON
3494,1,BOMBAY
12806,3,DERMASON
7844,6,SIRA
13116,3,DERMASON
704,5,SEKER
1632,5,SEKER
12350,3,DERMASON
9505,6,SIRA
1530,5,SEKER
6749,4,HOROZ
12288,3,DERMASON
12554,3,DERMASON
10807,3,DERMASON
2135,0,BARBUNYA
4159,2,CALI
12060,3,DERMASON
264,5,SEKER
10264,3,DERMASON
13161,3,DERMASON
1519,5,SEKER
1921,5,SEKER
12236,3,DERMASON
3458,1,BOMBAY
2356,0,BARBUNYA
8698,6,SIRA
7836,6,SIRA
10668,3,DERMASON
4522,2,CALI
816,5,SEKER
5561,4,HOROZ
397,5,SEKER
12542,3,DERMASON
5778,4,HOROZ
3470,1,BOMBAY
6105,4,HOROZ
4926,2,CALI
123,5,SEKER
4036,2,CALI
11092,3,DERMASON
8669,6,SIRA
13121,3,DERMASON
9639,6,SIRA
12873,3,DERMASON
1215,5,SEKER
2386,0,BARBUNYA
2856,0,BARBUNYA
6010,4,HOROZ
3541,1,BOMBAY
12212,3,DERMASON
7021,4,HOROZ
119,5,SEKER
3401,1,BOMBAY
935,5,SEKER
114,5,SEKER
1801,5,SEKER
8322,6,SIRA
3118,0,BARBUNYA
12051,3,DERMASON
6373,4,HOROZ
13480,3,DERMASON
2407,0,BARBUNYA
6358,4,HOROZ
6899,4,HOROZ
9519,6,SIRA
6696,4,HOROZ
6266,4,HOROZ
11089,3,DERMASON
13502,3,DERMASON
1652,5,SEKER
5622,4,HOROZ
11849,3,DERMASON
1195,5,SEKER
11932,3,DERMASON
4088,2,CALI
4937,2,CALI
1870,5,SEKER
5233,2,CALI
3223,0,BARBUNYA
6360,4,HOROZ
10372,3,DERMASON
5698,4,HOROZ
4859,2,CALI
187,5,SEKER
9125,6,SIRA
5597,4,HOROZ
10935,3,DERMASON
2504,0,BARBUNYA
13105,3,DERMASON
13050,3,DERMASON
1857,5,SEKER
10476,3,DERMASON
5385,2,CALI
8361,6,SIRA
8696,6,SIRA
2365,0,BARBUNYA
11928,3,DERMASON
12951,3,DERMASON
2994,0,BARBUNYA
1291,5,SEKER
2057,0,BARBUNYA
4869,2,CALI
7563,6,SIRA
4078,2,CALI
4296,2,CALI
430,5,SEKER
7520,6,SIRA
12560,3,DERMASON
11416,3,DERMASON
4403,2,CALI
13427,3,DERMASON
3570,1,BOMBAY
9127,6,SIRA
6945,4,HOROZ
4793,2,CALI
12170,3,DERMASON
771,5,SEKER
6129,4,HOROZ
12875,3,DERMASON
5354,2,CALI
8578,6,SIRA
10609,3,DERMASON
5344,2,CALI
13496,3,DERMASON
5925,4,HOROZ
12513,3,DERMASON
509,5,SEKER
1054,5,SEKER
11215,3,DERMASON
3370,1,BOMBAY
11359,3,DERMASON
8598,6,SIRA
1989,5,SEKER
10900,3,DERMASON
2760,0,BARBUNYA
361,5,SEKER
2679,0,BARBUNYA
9438,6,SIRA
420,5,SEKER
9714,6,SIRA
2889,0,BARBUNYA
1837,5,SEKER
5399,2,CALI
12029,3,DERMASON
11762,3,DERMASON
8286,6,SIRA
10920,3,DERMASON
5428,2,CALI
3351,1,BOMBAY
2283,0,BARBUNYA
8852,6,SIRA
3112,0,BARBUNYA
9347,6,SIRA
10478,3,DERMASON
5701,4,HOROZ
321,5,SEKER
9481,6,SIRA
2186,0,BARBUNYA
6780,4,HOROZ
10883,3,DERMASON
12818,3,DERMASON
6008,4,HOROZ
3654,1,BOMBAY
4319,2,CALI
7155,4,HOROZ
9333,6,SIRA
6848,4,HOROZ
4408,2,CALI
4715,2,CALI
8488,6,SIRA
1792,5,SEKER
7121,4,HOROZ
3027,0,BARBUNYA
10285,3,DERMASON
7964,6,SIRA
8097,6,SIRA
3241,0,BARBUNYA
6723,4,HOROZ
9110,6,SIRA
7953,6,SIRA
1430,5,SEKER
4711,2,CALI
8895,6,SIRA
9637,6,SIRA
8389,6,SIRA
7039,4,HOROZ
2720,0,BARBUNYA
3099,0,BARBUNYA
413,5,SEKER
10822,3,DERMASON
12266,3,DERMASON
6747,4,HOROZ
1727,5,SEKER
13037,3,DERMASON
4665,2,CALI
7897,6,SIRA
11659,3,DERMASON
4523,2,CALI
671,5,SEKER
933,5,SEKER
8663,6,SIRA
12015,3,DERMASON
6387,4,HOROZ
4061,2,CALI
4193,2,CALI
4037,2,CALI
13366,3,DERMASON
11426,3,DERMASON
8951,6,SIRA
10206,3,DERMASON
9325,6,SIRA
6610,4,HOROZ
9189,6,SIRA
3307,0,BARBUNYA
7990,6,SIRA
5884,4,HOROZ
11941,3,DERMASON
13067,3,DERMASON
6526,4,HOROZ
8345,6,SIRA
13045,3,DERMASON
10563,3,DERMASON
162,5,SEKER
10342,3,DERMASON
13038,3,DERMASON
3379,1,BOMBAY
2367,0,BARBUNYA
10875,3,DERMASON
7329,4,HOROZ
5987,4,HOROZ
3550,1,BOMBAY
11969,3,DERMASON
4333,2,CALI
9867,6,SIRA
1842,5,SEKER
4032,2,CALI
4239,2,CALI
3025,0,BARBUNYA
11961,3,DERMASON
3597,1,BOMBAY
9842,6,SIRA
8687,6,SIRA
2195,0,BARBUNYA
9743,6,SIRA
11936,3,DERMASON
12895,3,DERMASON
5092,2,CALI
6532,4,HOROZ
7976,6,SIRA
2458,0,BARBUNYA
1252,5,SEKER
13131,3,DERMASON
5629,4,HOROZ
8393,6,SIRA
13035,3,DERMASON
7099,4,HOROZ
92,5,SEKER
12163,3,DERMASON
4249,2,CALI
12044,3,DERMASON
1307,5,SEKER
10379,3,DERMASON
11579,3,DERMASON
416,5,SEKER
12134,3,DERMASON
9983,6,SIRA
12468,3,DERMASON
7211,4,HOROZ
5258,2,CALI
2559,0,BARBUNYA
731,5,SEKER
5074,2,CALI
7500,6,SIRA
7385,6,SIRA
7288,4,HOROZ
5764,4,HOROZ
1816,5,SEKER
3622,1,BOMBAY
12039,3,DERMASON
8156,6,SIRA
3714,1,BOMBAY
2914,0,BARBUNYA
4049,2,CALI
3015,0,BARBUNYA
12425,3,DERMASON
12473,3,DERMASON
11112,3,DERMASON
4613,2,CALI
3756,1,BOMBAY
2645,0,BARBUNYA
1435,5,SEKER
2838,0,BARBUNYA
3010,0,BARBUNYA
11321,3,DERMASON
393,5,SEKER
354,5,SEKER
7970,6,SIRA
6263,4,HOROZ
11315,3,DERMASON
4672,2,CALI
3540,1,BOMBAY
10097,3,DERMASON
4611,2,CALI
5426,2,CALI
4020,2,CALI
1085,5,SEKER
4669,2,CALI
6941,4,HOROZ
9700,6,SIRA
11149,3,DERMASON
277,5,SEKER
11432,3,DERMASON
10102,3,DERMASON
13417,3,DERMASON
13167,3,DERMASON
6402,4,HOROZ
4063,2,CALI
2993,0,BARBUNYA
7554,6,SIRA
9055,6,SIRA
4298,2,CALI
6031,4,HOROZ
4553,2,CALI
9103,6,SIRA
12286,3,DERMASON
1918,5,SEKER
5085,2,CALI
3661,1,BOMBAY
6106,4,HOROZ
2759,0,BARBUNYA
629,5,SEKER
11278,3,DERMASON
458,5,SEKER
5685,4,HOROZ
3120,0,BARBUNYA
7273,4,HOROZ
11058,3,DERMASON
1697,5,SEKER
4511,2,CALI
6257,4,HOROZ
2609,0,BARBUNYA
7334,4,HOROZ
1747,5,SEKER
1879,5,SEKER
5296,2,CALI
8027,6,SIRA
423,5,SEKER
5512,4,HOROZ
3686,1,BOMBAY
2657,0,BARBUNYA
6994,4,HOROZ
9391,6,SIRA
11930,3,DERMASON
13497,3,DERMASON
6328,4,HOROZ
199,5,SEKER
9671,6,SIRA
12303,3,DERMASON
10583,3,DERMASON
153,5,SEKER
2860,0,BARBUNYA
12976,3,DERMASON
1485,5,SEKER
10635,3,DERMASON
6000,4,HOROZ
4800,2,CALI
561,5,SEKER
12932,3,DERMASON
384,5,SEKER
1646,5,SEKER
7545,6,SIRA
9879,6,SIRA
8954,6,SIRA
2925,0,BARBUNYA
8376,6,SIRA
5282,2,CALI
5772,4,HOROZ
1996,5,SEKER
13058,3,DERMASON
11423,3,DERMASON
1882,5,SEKER
11401,3,DERMASON
11882,3,DERMASON
5413,2,CALI
11231,3,DERMASON
483,5,SEKER
3137,0,BARBUNYA
11249,3,DERMASON
3031,0,BARBUNYA
745,5,SEKER
7632,6,SIRA
7624,6,SIRA
11411,3,DERMASON
12739,3,DERMASON
10921,3,DERMASON
11888,3,DERMASON
3896,2,CALI
11838,3,DERMASON
13324,3,DERMASON
4485,2,CALI
10641,3,DERMASON
5175,2,CALI
916,5,SEKER
4564,2,CALI
9351,6,SIRA
2741,0,BARBUNYA
5435,2,CALI
5818,4,HOROZ
3266,0,BARBUNYA
9183,6,SIRA
3675,1,BOMBAY
1501,5,SEKER
12194,3,DERMASON
6541,4,HOROZ
3819,1,BOMBAY
12261,3,DERMASON
4589,2,CALI
2607,0,BARBUNYA
4630,2,CALI
1794,5,SEKER
432,5,SEKER
444,5,SEKER
3089,0,BARBUNYA
12083,3,DERMASON
5105,2,CALI
8631,6,SIRA
7931,6,SIRA
4209,2,CALI
479,5,SEKER
6409,4,HOROZ
10243,3,DERMASON
3937,2,CALI
1546,5,SEKER
7485,6,SIRA
7820,6,SIRA
4678,2,CALI
5160,2,CALI
7582,6,SIRA
2777,0,BARBUNYA
7876,6,SIRA
6590,4,HOROZ
4238,2,CALI
8359,6,SIRA
6850,4,HOROZ
13239,3,DERMASON
11637,3,DERMASON
7613,6,SIRA
5268,2,CALI
9892,6,SIRA
2820,0,BARBUNYA
1665,5,SEKER
1489,5,SEKER
8650,6,SIRA
12635,3,DERMASON
7842,6,SIRA
753,5,SEKER
648,5,SEKER
8153,6,SIRA
10193,3,DERMASON
6861,4,HOROZ
4636,2,CALI
10287,3,DERMASON
7849,6,SIRA
11172,3,DERMASON
11484,3,DERMASON
4633,2,CALI
54,5,SEKER
6196,4,HOROZ
10988,3,DERMASON
8354,6,SIRA
6842,4,HOROZ
468,5,SEKER
10704,3,DERMASON
6213,4,HOROZ
2392,0,BARBUNYA
8432,6,SIRA
3292,0,BARBUNYA
9935,6,SIRA
11513,3,DERMASON
5283,2,CALI
9501,6,SIRA
11517,3,DERMASON
4506,2,CALI
3257,0,BARBUNYA
13287,3,DERMASON
7079,4,HOROZ
8151,6,SIRA
12721,3,DERMASON
3323,0,BARBUNYA
7965,6,SIRA
9642,6,SIRA
11296,3,DERMASON
3529,1,BOMBAY
315,5,SEKER
3304,0,BARBUNYA
8000,6,SIRA
7914,6,SIRA
7251,4,HOROZ
951,5,SEKER
12966,3,DERMASON
3011,0,BARBUNYA
10429,3,DERMASON
1497,5,SEKER
7233,4,HOROZ
8742,6,SIRA
8221,6,SIRA
9634,6,SIRA
9002,6,SIRA
6571,4,HOROZ
12319,3,DERMASON
10330,3,DERMASON
11697,3,DERMASON
3209,0,BARBUNYA
208,5,SEKER
13337,3,DERMASON
4111,2,CALI
11357,3,DERMASON
8814,6,SIRA
13072,3,DERMASON
2809,0,BARBUNYA
1063,5,SEKER
9726,6,SIRA
4515,2,CALI
10913,3,DERMASON
11649,3,DERMASON
10210,3,DERMASON
10794,3,DERMASON
6258,4,HOROZ
2238,0,BARBUNYA
3877,2,CALI
3021,0,BARBUNYA
10079,3,DERMASON
3459,1,BOMBAY
1982,5,SEKER
4084,2,CALI
11229,3,DERMASON
7301,4,HOROZ
2550,0,BARBUNYA
4275,2,CALI
11470,3,DERMASON
10186,3,DERMASON
616,5,SEKER
12463,3,DERMASON
2286,0,BARBUNYA
4310,2,CALI
5253,2,CALI
12651,3,DERMASON
10904,3,DERMASON
10065,3,DERMASON
6872,4,HOROZ
7741,6,SIRA
1899,5,SEKER
6527,4,HOROZ
2946,0,BARBUNYA
163,5,SEKER
10277,3,DERMASON
4521,2,CALI
8213,6,SIRA
7,5,SEKER
1503,5,SEKER
6149,4,HOROZ
1570,5,SEKER
999,5,SEKER
295,5,SEKER
3342,0,BARBUNYA
3132,0,BARBUNYA
4754,2,CALI
5336,2,CALI
8430,6,SIRA
5059,2,CALI
4470,2,CALI
5792,4,HOROZ
9735,6,SIRA
10103,3,DERMASON
3037,0,BARBUNYA
1753,5,SEKER
5300,2,CALI
5746,4,HOROZ
11886,3,DERMASON
7143,4,HOROZ
1012,5,SEKER
12482,3,DERMASON
11327,3,DERMASON
5948,4,HOROZ
13270,3,DERMASON
5299,2,CALI
4331,2,CALI
3484,1,BOMBAY
11777,3,DERMASON
3305,0,BARBUNYA
10011,3,DERMASON
5626,4,HOROZ
811,5,SEKER
11307,3,DERMASON
3931,2,CALI
11913,3,DERMASON
9232,6,SIRA
3607,1,BOMBAY
1137,5,SEKER
4496,2,CALI
9779,6,SIRA
1869,5,SEKER
66,5,SEKER
6488,4,HOROZ
1337,5,SEKER
7048,4,HOROZ
4406,2,CALI
9663,6,SIRA
179,5,SEKER
4960,2,CALI
4038,2,CALI
10066,3,DERMASON
1540,5,SEKER
469,5,SEKER
4079,2,CALI
3781,1,BOMBAY
9188,6,SIRA
12281,3,DERMASON
13272,3,DERMASON
13141,3,DERMASON
2045,0,BARBUNYA
11807,3,DERMASON
12926,3,DERMASON
5956,4,HOROZ
4526,2,CALI
8350,6,SIRA
4555,2,CALI
12904,3,DERMASON
5333,2,CALI
8231,6,SIRA
8090,6,SIRA
11029,3,DERMASON
698,5,SEKER
10739,3,DERMASON
13355,3,DERMASON
244,5,SEKER
805,5,SEKER
6715,4,HOROZ
7370,6,SIRA
12004,3,DERMASON
8,5,SEKER
9096,6,SIRA
10545,3,DERMASON
9348,6,SIRA
5388,2,CALI
10884,3,DERMASON
3251,0,BARBUNYA
4853,2,CALI
8732,6,SIRA
5898,4,HOROZ
8317,6,SIRA
2010,5,SEKER
4425,2,CALI
2593,0,BARBUNYA
3142,0,BARBUNYA
9709,6,SIRA
13394,3,DERMASON
1746,5,SEKER
7240,4,HOROZ
573,5,SEKER
13407,3,DERMASON
9796,6,SIRA
6567,4,HOROZ
10556,3,DERMASON
4438,2,CALI
6349,4,HOROZ
8189,6,SIRA
954,5,SEKER
4977,2,CALI
5610,4,HOROZ
3234,0,BARBUNYA
6845,4,HOROZ
10421,3,DERMASON
8537,6,SIRA
11203,3,DERMASON
10854,3,DERMASON
6503,4,HOROZ
12852,3,DERMASON
932,5,SEKER
1871,5,SEKER
1509,5,SEKER
6890,4,HOROZ
8959,6,SIRA
12090,3,DERMASON
3203,0,BARBUNYA
883,5,SEKER
12017,3,DERMASON
9363,6,SIRA
1000,5,SEKER
1858,5,SEKER
11965,3,DERMASON
5659,4,HOROZ
6379,4,HOROZ
7116,4,HOROZ
3448,1,BOMBAY
5835,4,HOROZ
4609,2,CALI
11997,3,DERMASON
10104,3,DERMASON
2166,0,BARBUNYA
591,5,SEKER
12378,3,DERMASON
2868,0,BARBUNYA
8295,6,SIRA
457,5,SEKER
8390,6,SIRA
4012,2,CALI
9536,6,SIRA
2670,0,BARBUNYA
11802,3,DERMASON
135,5,SEKER
12070,3,DERMASON
6165,4,HOROZ
12159,3,DERMASON
6937,4,HOROZ
9592,6,SIRA
4855,2,CALI
975,5,SEKER
7840,6,SIRA
4477,2,CALI
6542,4,HOROZ
12347,3,DERMASON
1011,5,SEKER
312,5,SEKER
765,5,SEKER
12527,3,DERMASON
532,5,SEKER
2953,0,BARBUNYA
2489,0,BARBUNYA
8234,6,SIRA
1604,5,SEKER
9094,6,SIRA
81,5,SEKER
2701,0,BARBUNYA
12210,3,DERMASON
7270,4,HOROZ
13386,3,DERMASON
7918,6,SIRA
7303,4,HOROZ
13245,3,DERMASON
13133,3,DERMASON
4487,2,CALI
780,5,SEKER
5883,4,HOROZ
11817,3,DERMASON
4312,2,CALI
6339,4,HOROZ
1111,5,SEKER
7456,6,SIRA
974,5,SEKER
2810,0,BARBUNYA
2497,0,BARBUNYA
13025,3,DERMASON
9514,6,SIRA
4624,2,CALI
5890,4,HOROZ
10737,3,DERMASON
2333,0,BARBUNYA
2996,0,BARBUNYA
13350,3,DERMASON
30,5,SEKER
2638,0,BARBUNYA
10662,3,DERMASON
2312,0,BARBUNYA
8879,6,SIRA
9631,6,SIRA
8501,6,SIRA
1891,5,SEKER
1845,5,SEKER
3852,1,BOMBAY
258,5,SEKER
2017,5,SEKER
5768,4,HOROZ
10346,3,DERMASON
10707,3,DERMASON
2938,0,BARBUNYA
250,5,SEKER
6713,4,HOROZ
4679,2,CALI
5846,4,HOROZ
136,5,SEKER
12544,3,DERMASON
3239,0,BARBUNYA
991,5,SEKER
8693,6,SIRA
8543,6,SIRA
4709,2,CALI
11514,3,DERMASON
10694,3,DERMASON
11406,3,DERMASON
8838,6,SIRA
1027,5,SEKER
1255,5,SEKER
12866,3,DERMASON
7540,6,SIRA
9518,6,SIRA
1199,5,SEKER
3628,1,BOMBAY
1874,5,SEKER
1988,5,SEKER
6540,4,HOROZ
4156,2,CALI
3222,0,BARBUNYA
4759,2,CALI
12175,3,DERMASON
2546,0,BARBUNYA
10341,3,DERMASON
7629,6,SIRA
3202,0,BARBUNYA
10930,3,DERMASON
1859,5,SEKER
1709,5,SEKER
4629,2,CALI
9593,6,SIRA
7282,4,HOROZ
11577,3,DERMASON
10703,3,DERMASON
10283,3,DERMASON
5272,2,CALI
3774,1,BOMBAY
9364,6,SIRA
5551,4,HOROZ
12537,3,DERMASON
8238,6,SIRA
7460,6,SIRA
113,5,SEKER
1531,5,SEKER
3433,1,BOMBAY
8447,6,SIRA
12506,3,DERMASON
2556,0,BARBUNYA
9384,6,SIRA
2338,0,BARBUNYA
11329,3,DERMASON
12783,3,DERMASON
11459,3,DERMASON
1217,5,SEKER
6310,4,HOROZ
4447,2,CALI
1467,5,SEKER
11596,3,DERMASON
2952,0,BARBUNYA
13277,3,DERMASON
6128,4,HOROZ
6932,4,HOROZ
2136,0,BARBUNYA
12578,3,DERMASON
11958,3,DERMASON
149,5,SEKER
7344,4,HOROZ
12849,3,DERMASON
3413,1,BOMBAY
6974,4,HOROZ
12129,3,DERMASON
9504,6,SIRA
6829,4,HOROZ
4874,2,CALI
4858,2,CALI
6909,4,HOROZ
12458,3,DERMASON
12614,3,DERMASON
4652,2,CALI
8958,6,SIRA
8519,6,SIRA
1960,5,SEKER
8612,6,SIRA
63,5,SEKER
8940,6,SIRA
7212,4,HOROZ
9846,6,SIRA
5589,4,HOROZ
3482,1,BOMBAY
1790,5,SEKER
2095,0,BARBUNYA
8288,6,SIRA
3125,0,BARBUNYA
9914,6,SIRA
1350,5,SEKER
11247,3,DERMASON
4217,2,CALI
3545,1,BOMBAY
8638,6,SIRA
2441,0,BARBUNYA
880,5,SEKER
8608,6,SIRA
13188,3,DERMASON
5788,4,HOROZ
6004,4,HOROZ
7124,4,HOROZ
7055,4,HOROZ
13466,3,DERMASON
13020,3,DERMASON
2158,0,BARBUNYA
3731,1,BOMBAY
5664,4,HOROZ
12028,3,DERMASON
12508,3,DERMASON
7754,6,SIRA
4604,2,CALI
4467,2,CALI
7969,6,SIRA
2060,0,BARBUNYA
7352,4,HOROZ
5673,4,HOROZ
7465,6,SIRA
11253,3,DERMASON
9014,6,SIRA
2886,0,BARBUNYA
3238,0,BARBUNYA
2196,0,BARBUNYA
13507,3,DERMASON
12116,3,DERMASON
2072,0,BARBUNYA
6404,4,HOROZ
4179,2,CALI
5121,2,CALI
7326,4,HOROZ
695,5,SEKER
11068,3,DERMASON
7654,6,SIRA
5152,2,CALI
6515,4,HOROZ
12491,3,DERMASON
11894,3,DERMASON
7665,6,SIRA
10832,3,DERMASON
10182,3,DERMASON
12258,3,DERMASON
12241,3,DERMASON
6888,4,HOROZ
185,5,SEKER
13092,3,DERMASON
6877,4,HOROZ
8141,6,SIRA
5936,4,HOROZ
9393,6,SIRA
2483,0,BARBUNYA
3166,0,BARBUNYA
12644,3,DERMASON
1764,5,SEKER
3092,0,BARBUNYA
204,5,SEKER
9221,6,SIRA
718,5,SEKER
1607,5,SEKER
4023,2,CALI
6973,4,HOROZ
9454,6,SIRA
6917,4,HOROZ
10690,3,DERMASON
5397,2,CALI
2597,0,BARBUNYA
6707,4,HOROZ
9350,6,SIRA
13018,3,DERMASON
1865,5,SEKER
10200,3,DERMASON
13459,3,DERMASON
431,5,SEKER
6453,4,HOROZ
4292,2,CALI
1809,5,SEKER
10324,3,DERMASON
4726,2,CALI
2789,0,BARBUNYA
7688,6,SIRA
11926,3,DERMASON
914,5,SEKER
10455,3,DERMASON
10607,3,DERMASON
9938,6,SIRA
2727,0,BARBUNYA
3990,2,CALI
4592,2,CALI
5744,4,HOROZ
13022,3,DERMASON
1565,5,SEKER
11560,3,DERMASON
9635,6,SIRA
13028,3,DERMASON
3576,1,BOMBAY
7749,6,SIRA
11071,3,DERMASON
13205,3,DERMASON
10207,3,DERMASON
10236,3,DERMASON
1491,5,SEKER
8869,6,SIRA
11181,3,DERMASON
7525,6,SIRA
8791,6,SIRA
3818,1,BOMBAY
12992,3,DERMASON
7418,6,SIRA
6511,4,HOROZ
4575,2,CALI
6741,4,HOROZ
10791,3,DERMASON
13478,3,DERMASON
439,5,SEKER
4876,2,CALI
7892,6,SIRA
4482,2,CALI
1120,5,SEKER
2006,5,SEKER
5579,4,HOROZ
2385,0,BARBUNYA
8671,6,SIRA
1121,5,SEKER
9283,6,SIRA
2857,0,BARBUNYA
2847,0,BARBUNYA
2742,0,BARBUNYA
1639,5,SEKER
1545,5,SEKER
1618,5,SEKER
7033,4,HOROZ
10198,3,DERMASON
10215,3,DERMASON
11893,3,DERMASON
5503,4,HOROZ
3154,0,BARBUNYA
10451,3,DERMASON
4018,2,CALI
3032,0,BARBUNYA
7915,6,SIRA
6500,4,HOROZ
13252,3,DERMASON
4794,2,CALI
5692,4,HOROZ
1759,5,SEKER
13279,3,DERMASON
5378,2,CALI
13367,3,DERMASON
3287,0,BARBUNYA
8845,6,SIRA
1791,5,SEKER
3806,1,BOMBAY
5196,2,CALI
419,5,SEKER
4258,2,CALI
5286,2,CALI
13520,3,DERMASON
4828,2,CALI
721,5,SEKER
8561,6,SIRA
1022,5,SEKER
7076,4,HOROZ
10893,3,DERMASON
8158,6,SIRA
9772,6,SIRA
9502,6,SIRA
11173,3,DERMASON
13323,3,DERMASON
9773,6,SIRA
3595,1,BOMBAY
11502,3,DERMASON
5644,4,HOROZ
3798,1,BOMBAY
8664,6,SIRA
6054,4,HOROZ
2704,0,BARBUNYA
12944,3,DERMASON
4170,2,CALI
9289,6,SIRA
9890,6,SIRA
13278,3,DERMASON
1206,5,SEKER
7369,6,SIRA
10300,3,DERMASON
1196,5,SEKER
6291,4,HOROZ
1634,5,SEKER
11167,3,DERMASON
8394,6,SIRA
10966,3,DERMASON
7398,6,SIRA
10894,3,DERMASON
1306,5,SEKER
13111,3,DERMASON
8641,6,SIRA
6589,4,HOROZ
9081,6,SIRA
3256,0,BARBUNYA
12449,3,DERMASON
10642,3,DERMASON
6915,4,HOROZ
9022,6,SIRA
9075,6,SIRA
3344,0,BARBUNYA
3411,1,BOMBAY
6880,4,HOROZ
9517,6,SIRA
2915,0,BARBUNYA
918,5,SEKER
3508,1,BOMBAY
3369,1,BOMBAY
9745,6,SIRA
452,5,SEKER
7433,6,SIRA
