method,model_name,display_name,input_type,sample_id,row_index,selection_group,selected_from_model,true_label,true_class_name,explained_predicted_label,explained_predicted_class_name,feature_rank,feature,explanation_value,abs_explanation_value
LIME,logistic_regression,Logistic Regression,scaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,5,Perimeter,0.0217566616168127,0.0217566616168127
LIME,logistic_regression,Logistic Regression,scaled,3869,806,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,1,Area,0.0578497957176297,0.0578497957176297
LIME,logistic_regression,Logistic Regression,scaled,3869,806,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,2,ConvexArea,0.0474126389394695,0.0474126389394695
LIME,logistic_regression,Logistic Regression,scaled,3869,806,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,3,EquivDiameter,0.0278269038624446,0.0278269038624446
LIME,logistic_regression,Logistic Regression,scaled,3869,806,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,4,MinorAxisLength,0.0261203084679442,0.0261203084679442
LIME,logistic_regression,Logistic Regression,scaled,3869,806,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,5,MajorAxisLength,0.0202041229337313,0.0202041229337313
LIME,logistic_regression,Logistic Regression,scaled,10554,1099,correct_dermason,random_forest,3,DERMASON,3,DERMASON,1,ShapeFactor1,0.1956649607242018,0.1956649607242018
LIME,logistic_regression,Logistic Regression,scaled,10554,1099,correct_dermason,random_forest,3,DERMASON,3,DERMASON,2,EquivDiameter,0.0731208158148202,0.0731208158148202
LIME,logistic_regression,Logistic Regression,scaled,10554,1099,correct_dermason,random_forest,3,DERMASON,3,DERMASON,3,roundness,0.0714543602256873,0.0714543602256873
LIME,logistic_regression,Logistic Regression,scaled,10554,1099,correct_dermason,random_forest,3,DERMASON,3,DERMASON,4,MajorAxisLength,0.0660443980340591,0.0660443980340591
LIME,logistic_regression,Logistic Regression,scaled,10554,1099,correct_dermason,random_forest,3,DERMASON,3,DERMASON,5,MinorAxisLength,0.051146092685313,0.051146092685313
LIME,logistic_regression,Logistic Regression,scaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,1,ShapeFactor1,0.1855446184307707,0.1855446184307707
LIME,logistic_regression,Logistic Regression,scaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,2,MajorAxisLength,0.0663536152594549,0.0663536152594549
LIME,logistic_regression,Logistic Regression,scaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,3,EquivDiameter,0.0589423442341856,0.0589423442341856
LIME,logistic_regression,Logistic Regression,scaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,4,MinorAxisLength,0.0438397711779049,0.0438397711779049
LIME,logistic_regression,Logistic Regression,scaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,5,Area,0.0326035341430382,0.0326035341430382
LIME,logistic_regression,Logistic Regression,scaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,1,ShapeFactor1,0.1924516948247433,0.1924516948247433
LIME,logistic_regression,Logistic Regression,scaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,2,roundness,0.079564349776832,0.079564349776832
LIME,logistic_regression,Logistic Regression,scaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,3,MajorAxisLength,0.0591889485232484,0.0591889485232484
LIME,logistic_regression,Logistic Regression,scaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,4,EquivDiameter,0.0561885890034445,0.0561885890034445
LIME,logistic_regression,Logistic Regression,scaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,5,MinorAxisLength,0.0434662896163685,0.0434662896163685
LIME,logistic_regression,Logistic Regression,scaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,1,ShapeFactor1,0.1883478623605931,0.1883478623605931
LIME,logistic_regression,Logistic Regression,scaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,2,roundness,0.0846439977816835,0.0846439977816835
LIME,logistic_regression,Logistic Regression,scaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,3,MinorAxisLength,0.0650366092039756,0.0650366092039756
LIME,logistic_regression,Logistic Regression,scaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,4,MajorAxisLength,0.0643752308135436,0.0643752308135436
LIME,logistic_regression,Logistic Regression,scaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,5,EquivDiameter,0.0548586182095319,0.0548586182095319
LIME,logistic_regression,Logistic Regression,scaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,1,ShapeFactor1,0.1952372547970152,0.1952372547970152
LIME,logistic_regression,Logistic Regression,scaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,2,EquivDiameter,0.0432180935888388,0.0432180935888388
LIME,logistic_regression,Logistic Regression,scaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,3,MinorAxisLength,0.0424643496722965,0.0424643496722965
LIME,logistic_regression,Logistic Regression,scaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,4,Perimeter,0.0419956607597577,0.0419956607597577
LIME,logistic_regression,Logistic Regression,scaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,5,MajorAxisLength,0.0381776416578918,0.0381776416578918
LIME,logistic_regression,Logistic Regression,scaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,1,ShapeFactor1,0.1800994345570049,0.1800994345570049
LIME,logistic_regression,Logistic Regression,scaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,2,roundness,0.0722900545294541,0.0722900545294541
LIME,logistic_regression,Logistic Regression,scaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,3,MajorAxisLength,0.0704014106637552,0.0704014106637552
LIME,logistic_regression,Logistic Regression,scaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,4,EquivDiameter,0.0604995858891437,0.0604995858891437
LIME,logistic_regression,Logistic Regression,scaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,5,MinorAxisLength,0.0589728191678958,0.0589728191678958
LIME,logistic_regression,Logistic Regression,scaled,12383,386,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,1,roundness,0.0793677609188618,0.0793677609188618
LIME,logistic_regression,Logistic Regression,scaled,12383,386,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,2,MajorAxisLength,0.0660461037299241,0.0660461037299241
LIME,logistic_regression,Logistic Regression,scaled,12383,386,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,3,EquivDiameter,0.0533368246183888,0.0533368246183888
LIME,logistic_regression,Logistic Regression,scaled,12383,386,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,4,Eccentricity,-0.0411896937208087,0.0411896937208087
LIME,logistic_regression,Logistic Regression,scaled,12383,386,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,5,Area,0.032450440900113,0.032450440900113
LIME,logistic_regression,Logistic Regression,scaled,12838,2412,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,1,MajorAxisLength,0.0355954396298026,0.0355954396298026
LIME,logistic_regression,Logistic Regression,scaled,12838,2412,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,2,roundness,0.0296687028274189,0.0296687028274189
LIME,logistic_regression,Logistic Regression,scaled,12838,2412,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,3,MinorAxisLength,0.0270964493918954,0.0270964493918954
LIME,logistic_regression,Logistic Regression,scaled,12838,2412,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,4,ConvexArea,0.0241014440139368,0.0241014440139368
LIME,logistic_regression,Logistic Regression,scaled,12838,2412,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,5,EquivDiameter,0.0221528129345962,0.0221528129345962
LIME,logistic_regression,Logistic Regression,scaled,7636,2067,correct_sira,random_forest,6,SIRA,6,SIRA,1,Perimeter,0.0848353505938269,0.0848353505938269
LIME,logistic_regression,Logistic Regression,scaled,7636,2067,correct_sira,random_forest,6,SIRA,6,SIRA,2,Solidity,-0.0778023262306599,0.0778023262306599
LIME,logistic_regression,Logistic Regression,scaled,7636,2067,correct_sira,random_forest,6,SIRA,6,SIRA,3,ConvexArea,0.0737397212041769,0.0737397212041769
LIME,logistic_regression,Logistic Regression,scaled,7636,2067,correct_sira,random_forest,6,SIRA,6,SIRA,4,EquivDiameter,0.0631848465746181,0.0631848465746181
LIME,logistic_regression,Logistic Regression,scaled,7636,2067,correct_sira,random_forest,6,SIRA,6,SIRA,5,Area,0.0617661805632141,0.0617661805632141
LIME,logistic_regression,Logistic Regression,scaled,8943,362,correct_sira,logistic_regression,6,SIRA,6,SIRA,1,ShapeFactor1,0.1009543629048984,0.1009543629048984
LIME,logistic_regression,Logistic Regression,scaled,8943,362,correct_sira,logistic_regression,6,SIRA,6,SIRA,2,ShapeFactor4,-0.0800414043839986,0.0800414043839986
LIME,logistic_regression,Logistic Regression,scaled,8943,362,correct_sira,logistic_regression,6,SIRA,6,SIRA,3,AspectRation,0.0464338199406274,0.0464338199406274
LIME,logistic_regression,Logistic Regression,scaled,8943,362,correct_sira,logistic_regression,6,SIRA,6,SIRA,4,Perimeter,-0.0397865815531361,0.0397865815531361
LIME,logistic_regression,Logistic Regression,scaled,8943,362,correct_sira,logistic_regression,6,SIRA,6,SIRA,5,Area,0.0278119653308228,0.0278119653308228
LIME,logistic_regression,Logistic Regression,scaled,9111,186,correct_sira,logistic_regression,6,SIRA,6,SIRA,1,ShapeFactor1,0.1288956992770648,0.1288956992770648
LIME,logistic_regression,Logistic Regression,scaled,9111,186,correct_sira,logistic_regression,6,SIRA,6,SIRA,2,ShapeFactor2,0.0755840693434142,0.0755840693434142
LIME,logistic_regression,Logistic Regression,scaled,9111,186,correct_sira,logistic_regression,6,SIRA,6,SIRA,3,Perimeter,-0.0502352610845371,0.0502352610845371
LIME,logistic_regression,Logistic Regression,scaled,9111,186,correct_sira,logistic_regression,6,SIRA,6,SIRA,4,Eccentricity,0.0403650821666528,0.0403650821666528
LIME,logistic_regression,Logistic Regression,scaled,9111,186,correct_sira,logistic_regression,6,SIRA,6,SIRA,5,ShapeFactor4,-0.0364154986340291,0.0364154986340291
LIME,logistic_regression,Logistic Regression,scaled,9316,462,correct_sira,decision_tree,6,SIRA,6,SIRA,1,ShapeFactor1,0.100131355929824,0.100131355929824
LIME,logistic_regression,Logistic Regression,scaled,9316,462,correct_sira,decision_tree,6,SIRA,6,SIRA,2,ShapeFactor4,-0.0621235568399016,0.0621235568399016
LIME,logistic_regression,Logistic Regression,scaled,9316,462,correct_sira,decision_tree,6,SIRA,6,SIRA,3,Perimeter,-0.0461254036672113,0.0461254036672113
LIME,logistic_regression,Logistic Regression,scaled,9316,462,correct_sira,decision_tree,6,SIRA,6,SIRA,4,Solidity,0.0345719513586902,0.0345719513586902
LIME,logistic_regression,Logistic Regression,scaled,9316,462,correct_sira,decision_tree,6,SIRA,6,SIRA,5,MinorAxisLength,0.029431603277085,0.029431603277085
LIME,logistic_regression,Logistic Regression,scaled,9463,1293,correct_sira,mlp,6,SIRA,6,SIRA,1,ShapeFactor1,0.1096739300488265,0.1096739300488265
LIME,logistic_regression,Logistic Regression,scaled,9463,1293,correct_sira,mlp,6,SIRA,6,SIRA,2,ShapeFactor2,0.0583202237898893,0.0583202237898893
LIME,logistic_regression,Logistic Regression,scaled,9463,1293,correct_sira,mlp,6,SIRA,6,SIRA,3,Solidity,-0.0573383184819573,0.0573383184819573
LIME,logistic_regression,Logistic Regression,scaled,9463,1293,correct_sira,mlp,6,SIRA,6,SIRA,4,Perimeter,-0.0350562639317476,0.0350562639317476
LIME,logistic_regression,Logistic Regression,scaled,9463,1293,correct_sira,mlp,6,SIRA,6,SIRA,5,AspectRation,0.0327172232167248,0.0327172232167248
LIME,logistic_regression,Logistic Regression,scaled,9919,1094,correct_sira,decision_tree,6,SIRA,6,SIRA,1,ShapeFactor1,0.1128196110560334,0.1128196110560334
LIME,logistic_regression,Logistic Regression,scaled,9919,1094,correct_sira,decision_tree,6,SIRA,6,SIRA,2,ShapeFactor2,0.0441468702909582,0.0441468702909582
LIME,logistic_regression,Logistic Regression,scaled,9919,1094,correct_sira,decision_tree,6,SIRA,6,SIRA,3,ShapeFactor4,-0.0438750670049612,0.0438750670049612
LIME,logistic_regression,Logistic Regression,scaled,9919,1094,correct_sira,decision_tree,6,SIRA,6,SIRA,4,roundness,0.0343757347641405,0.0343757347641405
LIME,logistic_regression,Logistic Regression,scaled,9919,1094,correct_sira,decision_tree,6,SIRA,6,SIRA,5,Perimeter,-0.0310878786897725,0.0310878786897725
LIME,logistic_regression,Logistic Regression,scaled,9967,1890,correct_sira,random_forest,6,SIRA,6,SIRA,1,ShapeFactor1,0.1135954133736768,0.1135954133736768
LIME,logistic_regression,Logistic Regression,scaled,9967,1890,correct_sira,random_forest,6,SIRA,6,SIRA,2,Eccentricity,0.0594300379765252,0.0594300379765252
LIME,logistic_regression,Logistic Regression,scaled,9967,1890,correct_sira,random_forest,6,SIRA,6,SIRA,3,ShapeFactor2,0.0503935280582333,0.0503935280582333
LIME,logistic_regression,Logistic Regression,scaled,9967,1890,correct_sira,random_forest,6,SIRA,6,SIRA,4,Compactness,0.041481328951185,0.041481328951185
LIME,logistic_regression,Logistic Regression,scaled,9967,1890,correct_sira,random_forest,6,SIRA,6,SIRA,5,MinorAxisLength,0.0378195565468397,0.0378195565468397
LIME,logistic_regression,Logistic Regression,scaled,12877,2335,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,1,ShapeFactor4,0.1029262849437034,0.1029262849437034
LIME,logistic_regression,Logistic Regression,scaled,12877,2335,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,2,Perimeter,0.0972390243259151,0.0972390243259151
LIME,logistic_regression,Logistic Regression,scaled,12877,2335,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,3,MinorAxisLength,0.0643780779162373,0.0643780779162373
LIME,logistic_regression,Logistic Regression,scaled,12877,2335,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,4,Solidity,-0.0631268702656104,0.0631268702656104
LIME,logistic_regression,Logistic Regression,scaled,12877,2335,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,5,Area,0.0571614671401003,0.0571614671401003
LIME,logistic_regression,Logistic Regression,scaled,13136,1480,dermason_predicted_as_sira,decision_tree,3,DERMASON,3,DERMASON,1,ShapeFactor1,0.1853137440980923,0.1853137440980923
LIME,logistic_regression,Logistic Regression,scaled,13136,1480,dermason_predicted_as_sira,decision_tree,3,DERMASON,3,DERMASON,2,MinorAxisLength,0.0515305685924247,0.0515305685924247
LIME,logistic_regression,Logistic Regression,scaled,13136,1480,dermason_predicted_as_sira,decision_tree,3,DERMASON,3,DERMASON,3,MajorAxisLength,0.0365104120370411,0.0365104120370411
LIME,logistic_regression,Logistic Regression,scaled,13136,1480,dermason_predicted_as_sira,decision_tree,3,DERMASON,3,DERMASON,4,Perimeter,0.0351332719051972,0.0351332719051972
LIME,logistic_regression,Logistic Regression,scaled,13136,1480,dermason_predicted_as_sira,decision_tree,3,DERMASON,3,DERMASON,5,EquivDiameter,0.026972995797001,0.026972995797001
LIME,logistic_regression,Logistic Regression,scaled,13322,1696,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,1,Area,0.0802242039019163,0.0802242039019163
LIME,logistic_regression,Logistic Regression,scaled,13322,1696,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,2,ConvexArea,0.0728535997819035,0.0728535997819035
LIME,logistic_regression,Logistic Regression,scaled,13322,1696,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,3,Perimeter,0.0700846129582153,0.0700846129582153
LIME,logistic_regression,Logistic Regression,scaled,13322,1696,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,4,EquivDiameter,0.0642766045397183,0.0642766045397183
LIME,logistic_regression,Logistic Regression,scaled,13322,1696,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,5,MinorAxisLength,0.0537099376718594,0.0537099376718594
LIME,logistic_regression,Logistic Regression,scaled,13372,2326,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,1,ShapeFactor1,-0.2392676200677967,0.2392676200677967
LIME,logistic_regression,Logistic Regression,scaled,13372,2326,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,2,Perimeter,0.1220775662708047,0.1220775662708047
LIME,logistic_regression,Logistic Regression,scaled,13372,2326,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,3,ShapeFactor4,0.0895701399546923,0.0895701399546923
LIME,logistic_regression,Logistic Regression,scaled,13372,2326,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,4,MinorAxisLength,0.088447891615265,0.088447891615265
LIME,logistic_regression,Logistic Regression,scaled,13372,2326,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,5,Area,0.0728503635896434,0.0728503635896434
LIME,logistic_regression,Logistic Regression,scaled,13381,1676,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,1,ShapeFactor4,-0.0851304748011046,0.0851304748011046
LIME,logistic_regression,Logistic Regression,scaled,13381,1676,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,2,Area,0.0850276599019874,0.0850276599019874
LIME,logistic_regression,Logistic Regression,scaled,13381,1676,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,3,Perimeter,0.082072513350547,0.082072513350547
LIME,logistic_regression,Logistic Regression,scaled,13381,1676,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,4,ConvexArea,0.0553244990050377,0.0553244990050377
LIME,logistic_regression,Logistic Regression,scaled,13381,1676,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,5,MajorAxisLength,0.0438333857057525,0.0438333857057525
LIME,logistic_regression,Logistic Regression,scaled,13395,1719,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,1,Eccentricity,-0.1545394335047518,0.1545394335047518
LIME,logistic_regression,Logistic Regression,scaled,13395,1719,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,2,Perimeter,0.0932497849381281,0.0932497849381281
LIME,logistic_regression,Logistic Regression,scaled,13395,1719,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,3,AspectRation,0.0716442182170045,0.0716442182170045
LIME,logistic_regression,Logistic Regression,scaled,13395,1719,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,4,ConvexArea,0.0587730496555206,0.0587730496555206
LIME,logistic_regression,Logistic Regression,scaled,13395,1719,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,5,Area,0.0539238497332303,0.0539238497332303
LIME,logistic_regression,Logistic Regression,scaled,13448,2291,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,1,Perimeter,0.107238446174911,0.107238446174911
LIME,logistic_regression,Logistic Regression,scaled,13448,2291,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,2,AspectRation,0.0772953059834237,0.0772953059834237
LIME,logistic_regression,Logistic Regression,scaled,13448,2291,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,3,MajorAxisLength,0.0579749894218713,0.0579749894218713
LIME,logistic_regression,Logistic Regression,scaled,13448,2291,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,4,Area,0.0498869520587278,0.0498869520587278
LIME,logistic_regression,Logistic Regression,scaled,13448,2291,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,5,ConvexArea,0.0477262330953129,0.0477262330953129
LIME,logistic_regression,Logistic Regression,scaled,13457,2148,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,1,Perimeter,0.0996328886242281,0.0996328886242281
LIME,logistic_regression,Logistic Regression,scaled,13457,2148,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,2,AspectRation,0.0644399618943246,0.0644399618943246
LIME,logistic_regression,Logistic Regression,scaled,13457,2148,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,3,Area,0.0597789183424977,0.0597789183424977
LIME,logistic_regression,Logistic Regression,scaled,13457,2148,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,4,ConvexArea,0.0528293108603382,0.0528293108603382
LIME,logistic_regression,Logistic Regression,scaled,13457,2148,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,5,MinorAxisLength,0.04385519849895,0.04385519849895
LIME,logistic_regression,Logistic Regression,scaled,13499,182,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,1,Perimeter,0.1019634877616739,0.1019634877616739
LIME,logistic_regression,Logistic Regression,scaled,13499,182,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,2,MinorAxisLength,0.0782315760806577,0.0782315760806577
LIME,logistic_regression,Logistic Regression,scaled,13499,182,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,3,ConvexArea,0.0644679835371423,0.0644679835371423
LIME,logistic_regression,Logistic Regression,scaled,13499,182,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,4,Area,0.0551208724897029,0.0551208724897029
LIME,logistic_regression,Logistic Regression,scaled,13499,182,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,5,ShapeFactor4,-0.050955193308053,0.050955193308053
LIME,logistic_regression,Logistic Regression,scaled,13514,54,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,1,Perimeter,0.1041956160197854,0.1041956160197854
LIME,logistic_regression,Logistic Regression,scaled,13514,54,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,2,Area,0.0761020062151683,0.0761020062151683
LIME,logistic_regression,Logistic Regression,scaled,13514,54,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,3,MajorAxisLength,0.0700351718845982,0.0700351718845982
LIME,logistic_regression,Logistic Regression,scaled,13514,54,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,4,MinorAxisLength,0.0567566842183752,0.0567566842183752
LIME,logistic_regression,Logistic Regression,scaled,13514,54,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,5,Eccentricity,0.0538423973075117,0.0538423973075117
LIME,logistic_regression,Logistic Regression,scaled,7426,942,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,1,ShapeFactor1,0.188410704535083,0.188410704535083
LIME,logistic_regression,Logistic Regression,scaled,7426,942,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,2,EquivDiameter,0.0611392506563637,0.0611392506563637
LIME,logistic_regression,Logistic Regression,scaled,7426,942,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,3,MinorAxisLength,0.0526079792386427,0.0526079792386427
LIME,logistic_regression,Logistic Regression,scaled,7426,942,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,4,Area,0.036545167504972,0.036545167504972
LIME,logistic_regression,Logistic Regression,scaled,7426,942,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,5,ConvexArea,0.0310524988779267,0.0310524988779267
LIME,logistic_regression,Logistic Regression,scaled,7434,693,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,1,ShapeFactor1,0.2024250921367043,0.2024250921367043
LIME,logistic_regression,Logistic Regression,scaled,7434,693,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,2,MinorAxisLength,0.0495777779052489,0.0495777779052489
LIME,logistic_regression,Logistic Regression,scaled,7434,693,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,3,EquivDiameter,0.0344038872702337,0.0344038872702337
LIME,logistic_regression,Logistic Regression,scaled,7434,693,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,4,MajorAxisLength,0.032033847559761,0.032033847559761
LIME,logistic_regression,Logistic Regression,scaled,7434,693,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,5,Perimeter,0.0284238965739031,0.0284238965739031
LIME,logistic_regression,Logistic Regression,scaled,7526,1439,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,1,ShapeFactor1,0.1912682051816352,0.1912682051816352
LIME,logistic_regression,Logistic Regression,scaled,7526,1439,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,2,MinorAxisLength,0.041658293494995,0.041658293494995
LIME,logistic_regression,Logistic Regression,scaled,7526,1439,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,3,MajorAxisLength,0.037601365127803,0.037601365127803
LIME,logistic_regression,Logistic Regression,scaled,7526,1439,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,4,roundness,-0.0301929912008739,0.0301929912008739
LIME,logistic_regression,Logistic Regression,scaled,7526,1439,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,5,EquivDiameter,0.026226925959963,0.026226925959963
LIME,logistic_regression,Logistic Regression,scaled,7568,1414,sira_predicted_as_dermason,mlp,6,SIRA,3,DERMASON,1,MajorAxisLength,0.0247944712852218,0.0247944712852218
LIME,logistic_regression,Logistic Regression,scaled,7568,1414,sira_predicted_as_dermason,mlp,6,SIRA,3,DERMASON,2,Perimeter,0.0230778995964837,0.0230778995964837
LIME,logistic_regression,Logistic Regression,scaled,7568,1414,sira_predicted_as_dermason,mlp,6,SIRA,3,DERMASON,3,ShapeFactor3,-0.022037518352399,0.022037518352399
LIME,logistic_regression,Logistic Regression,scaled,7568,1414,sira_predicted_as_dermason,mlp,6,SIRA,3,DERMASON,4,ShapeFactor4,0.018863436412928,0.018863436412928
LIME,logistic_regression,Logistic Regression,scaled,7568,1414,sira_predicted_as_dermason,mlp,6,SIRA,3,DERMASON,5,Area,0.0175704239578621,0.0175704239578621
LIME,logistic_regression,Logistic Regression,scaled,7604,217,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,1,Perimeter,0.1048556111421456,0.1048556111421456
LIME,logistic_regression,Logistic Regression,scaled,7604,217,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,2,ShapeFactor4,-0.0872609936307159,0.0872609936307159
LIME,logistic_regression,Logistic Regression,scaled,7604,217,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,3,MinorAxisLength,0.0829957869149046,0.0829957869149046
LIME,logistic_regression,Logistic Regression,scaled,7604,217,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,4,Area,0.0726783738534941,0.0726783738534941
LIME,logistic_regression,Logistic Regression,scaled,7604,217,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,5,ConvexArea,0.0603087565580278,0.0603087565580278
LIME,logistic_regression,Logistic Regression,scaled,7683,2179,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,1,Perimeter,0.0869265553869679,0.0869265553869679
LIME,logistic_regression,Logistic Regression,scaled,7683,2179,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,2,ConvexArea,0.0709523623065829,0.0709523623065829
LIME,logistic_regression,Logistic Regression,scaled,7683,2179,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,3,Area,0.062192813136666,0.062192813136666
LIME,logistic_regression,Logistic Regression,scaled,7683,2179,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,4,EquivDiameter,0.054424583083966,0.054424583083966
LIME,logistic_regression,Logistic Regression,scaled,7683,2179,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,5,Solidity,0.0493351314808433,0.0493351314808433
